best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.02039771718071196,0.0854783345000699,0.9926741123199463,0.9818080067634583,0.0010000000474974513,95
