best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0006409669651579685,0.006489395686217317,0.9999380111694336,0.9983366131782532,0.0010000000474974513,78
