best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.002991281844548703,0.18342107827027837,0.9989466071128845,0.9615969061851501,0.0010000000474974513,490
