best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.018591569303376507,0.11633487031367185,0.9936078190803528,0.9738571643829346,0.0010000000474974513,97
